unit_id,area,x,y,z,w,ratio_xy,ratio_zw
230629-probe0-unit9,V1,3.1930960086299898,2.567421790722762,0.5867786391042205,0.7213608957795005,1.2436974789915967,0.8134328358208954
230629-probe0-unit12,V1,1.9848975188781015,1.9741100323624596,1.9218346253229974,0.7482773471145564,1.005464480874317,2.568345323741007
230629-probe0-unit16,V1,5.183387270765912,4.859762675296657,1.6311369509043925,1.7011197243755383,1.0665926748057712,0.9588607594936708
230629-probe0-unit17,V1,1.5264293419633226,1.2351672060409926,4.177433247200689,4.069767441860464,1.2358078602620086,1.0264550264550267
230629-probe0-unit21,V1,8.505933117583604,6.132686084142395,4.1182170542635665,4.344315245478036,1.3869832893579597,0.9479553903345727
230629-probe0-unit23,V1,5.825242718446602,5.625674217907227,5.297157622739018,4.721145564168821,1.0354745925215725,1.122006841505131
230629-probe0-unit24,V1,3.9212513484358147,2.0388349514563107,0.6459948320413437,1.017441860465116,1.9232804232804235,0.634920634920635
230629-probe0-unit30,V1,6.6936353829557715,6.45091693635383,4.188199827734711,2.309431524547804,1.0376254180602005,1.8135198135198132
230629-probe0-unit31,V1,12.303128371089537,11.116504854368932,11.159560723514211,8.424849267872524,1.106744298884037,1.3246006389776357
230629-probe0-unit32,V1,30.679611650485437,27.858683926645096,18.08247200689061,16.779715762273906,1.1012584704743464,1.077638755213346
230629-probe0-unit36,V1,23.220064724919094,21.1596548004315,16.419035314384153,14.486434108527133,1.097374458322712,1.1334076551467855
230629-probe0-unit38,V1,1.9902912621359226,1.9093851132686084,1.6795865633074936,1.227390180878553,1.0423728813559323,1.368421052631579
230629-probe0-unit39,V1,5.17259978425027,3.9859762675296664,1.3081395348837208,0.6675279931093884,1.2976995940460079,1.9596774193548387
230629-probe0-unit42,V1,3.3333333333333335,2.55663430420712,4.715762273901809,3.8544358311800173,1.3037974683544304,1.223463687150838
230629-probe0-unit46,V1,18.54908306364617,16.16504854368932,6.330749354005167,8.085701981050818,1.1474808141474808,0.7829560585885486
230629-probe0-unit48,V1,1.871628910463862,1.3430420711974111,0.40374677002583975,0.5329457364341085,1.3935742971887548,0.7575757575757576
230629-probe0-unit50,V1,15.566343042071196,11.504854368932039,1.4750215331610679,1.205857019810508,1.3530239099859351,1.2232142857142856
230629-probe0-unit54,V1,10.248112189859762,9.120819848975188,4.952627045650302,5.517872523686478,1.1235955056179776,0.8975609756097561
230629-probe0-unit57,V1,1.661272923408846,1.6396979503775622,3.8329026701119724,4.059000861326442,1.013157894736842,0.9442970822281168
230629-probe0-unit62,V1,1.7745415318230853,0.749730312837109,0.39836347975882863,0.8021102497846684,2.366906474820144,0.4966442953020135
